FILENAME	SEQ	COMPOUND_NAME	MOLECULEMASS	INSTRUMENT	IONSOURCE	EXTRACTSCAN	SMILES	INCHI	INCHIAUX	CHARGE	IONMODE	PUBMED	ACQUISITION	EXACTMASS	DATACOLLECTOR	ADDUCT	INTEREST	LIBQUALITY	GENUS	SPECIES	STRAIN	CASNUMBER	PI
Quebrachamine.mgf	*..*	Quebrachamine	283.2169	qTof	LC-ESI	322	CC[C@]1(CCC2)CN2CCC3=C(CC1)NC4=C3C=CC=C4	InChI=1S/C19H26N2/c1-2-19-10-5-12-21(14-19)13-9-16-15-6-3-4-7-17(15)20-18(16)8-11-19/h3-4,6-7,20H,2,5,8-14H2,1H3/t19-/m1/s1	N/A	1	Positive	N/A	Isolated	282.2096	Alexander Fox Ramos	M+H	N/A	3	Gonioma	Gonioma malagasy	N/A	4850-21-9	Mehdi Beniddir
Quebrachidine.mgf	*..*	Quebrachidine	353.186	qTof	LC-ESI	323	C/C=C1[C@@H]2CC3[C@]([C@@]4([C@H](O)C52C(OC)=O)C[C@@H]5N3C\1)([H])NC6=C4C=CC=C6	InChI=1S/C21H24N2O3/c1-3-11-10-23-15-8-13(11)21(19(25)26-2)16(23)9-20(18(21)24)12-6-4-5-7-14(12)22-17(15)20/h3-7,13,15-18,22,24H,8-10H2,1-2H3/b11-3-/t13-,15?,16-,17-,18-,20+,21?/m0/s1	N/A	1	Positive	N/A	Isolated	352.1787	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	4835-69-2	Mehdi Beniddir
Quinidine.mgf	*..*	Quinidine	325.1911	qTof	LC-ESI	324	O[C@H]([C@]1([H])[N@@](CC2)C[C@H](C=C)[C@@H]2C1)C3=CC=NC4=C3C=C(OC)C=C4	InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1	N/A	1	Positive	N/A	Isolated	324.1838	Alexander Fox Ramos	M+H	N/A	3	Cinchona	Cinchona rubra	N/A	56-54-2	Mehdi Beniddir
quinidinone.mgf	*..*	Quinidinone	323.1779	qTof	LC-ESI	325	COC1=CC2=C(N=CC=C2C([C@@]3([H])C[C@@H]4CCN3C[C@@H]4C=C)=O)C=C1	InChI=1S/C20H22N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19H,1,7,9-10,12H2,2H3/t13-,14-,19+/m0/s1	N/A	1	Positive	N/A	Isolated	322.1681	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
quinine.mgf	*..*	Quinine	325.1906	qTof	LC-ESI	326	COC1=CC2=C([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)C=CN=C2C=C1	InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19-,20+/m0/s1	N/A	1	Positive	N/A	Isolated	324.18378	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Raubasine.mgf	*..*	Raubasine	353.186	qTof	LC-ESI	327	O=C(OC)C1=CO[C@@H](C)[C@](C2)([H])[C@]1([H])C[C@@](N2CC3)([H])C4=C3C5=C(N4)C=CC=C5	InChI=1S/C21H24N2O3/c1-12-16-10-23-8-7-14-13-5-3-4-6-18(13)22-20(14)19(23)9-15(16)17(11-26-12)21(24)25-2/h3-6,11-12,15-16,19,22H,7-10H2,1-2H3/t12-,15-,16+,19-/m0/s1	N/A	1	Positive	N/A	Isolated	352.1787	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	483-04-5	Mehdi Beniddir
rauniticine-allo-oxindole-A.mgf	*..*	Rauniticine oxindole A	369.1809	qTof	LC-ESI	328	O=C(NC1=C2C=CC=C1)[C@@]32[C@]4([H])C[C@@]5([H])[C@@]([C@H](OC=C5C(OC)=O)C)([H])CN4CC3	InChI=1S/C21H24N2O4/c1-12-14-10-23-8-7-21(16-5-3-4-6-17(16)22-20(21)25)18(23)9-13(14)15(11-27-12)19(24)26-2/h3-6,11-14,18H,7-10H2,1-2H3,(H,22,25)/t12-,13+,14+,18+,21+/m1/s1	N/A	1	Positive	N/A	Isolated	368.1736	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
rauniticine-epi-allo-oxindole-B.mgf	*..*	Rauniticine oxindole B	369.1833	qTof	LC-ESI	329	O=C(NC1=C2C=CC=C1)[C@]32[C@]4([H])C[C@@]5([H])[C@@]([C@H](OC=C5C(OC)=O)C)([H])CN4CC3	InChI=1S/C21H24N2O4/c1-12-14-10-23-8-7-21(16-5-3-4-6-17(16)22-20(21)25)18(23)9-13(14)15(11-27-12)19(24)26-2/h3-6,11-14,18H,7-10H2,1-2H3,(H,22,25)/t12-,13+,14+,18+,21-/m1/s1	N/A	1	Positive	N/A	Isolated	368.1736	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
rauvanine.mgf	*..*	Rauvavine	413.2068	qTof	LC-ESI	330	C[C@@H]1[C@@]2([H])CN3CCC(C4=CC(OC)=C(OC)C=C4N5)=C5[C@@]3([H])C[C@]2([H])C(C(OC)=O)=CO1	InChI=1S/C23H28N2O5/c1-12-16-10-25-6-5-13-15-8-20(27-2)21(28-3)9-18(15)24-22(13)19(25)7-14(16)17(11-30-12)23(26)29-4/h8-9,11-12,14,16,19,24H,5-7,10H2,1-4H3/t12-,14+,16-,19-/m1/s1	N/A	1	Positive	N/A	Isolated	412.2998	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Rauvomitine.mgf	*..*	Rauvomitine	503.254	qTof	LC-ESI	331	C/C=C1[C@@H]2C[C@@]3([H])[C@]([C@@]4([C@H](OC(C5=CC(OC)=C(OC)C(OC)=C5)=O)[C@H]62)C[C@@H]6N3C\1)([H])N(C)C7=C4C=CC=C7	InChI=1S/C30H34N2O5/c1-6-16-15-32-21-13-18(16)25-22(32)14-30(19-9-7-8-10-20(19)31(2)27(21)30)28(25)37-29(33)17-11-23(34-3)26(36-5)24(12-17)35-4/h6-12,18,21-22,25,27-28H,13-15H2,1-5H3/b16-6-/t18-,21-,22-,25-,27-,28+,30+/m0/s1	N/A	1	Positive	N/A	Isolated	502.2468	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	466-57-9	Mehdi Beniddir
rauvoxinineiodomethylate.mgf	*..*	N4-methylrauvoxinine	443.2172	qTof	LC-ESI	332	O=C([C@@]1(C2=C3)[C@](C4)([H])[N+](CC1)(C)C[C@]5([H])[C@@]4([H])C(C(OC)=O)=CO[C@H]5C)NC2=CC(OC)=C3OC	InChI=1S/C24H30N2O6/c1-13-15-11-26(2)7-6-24(21(26)8-14(15)16(12-32-13)22(27)31-5)17-9-19(29-3)20(30-4)10-18(17)25-23(24)28/h9-10,12-15,21H,6-8,11H2,1-5H3/p+1/t13-,14-,15-,21+,24-,26?/m0/s1	N/A	1	Positive	N/A	Isolated	443.2177	Sarah Szwarc	M+	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Rescinnamine.mgf	*..*	Rescinnamine	635.29598	qTof	LC-ESI	333	COC1=CC(N2)=C(C(CCN3C4)=C2[C@@]3([H])C[C@@]5([H])[C@]4([H])C[C@@H](OC(/C([H])=C([H])/C6=CC(OC)=C(OC)C(OC)=C6)=O)[C@H](OC)[C@H]5C(OC)=O)C=C1	InChI=1S/C35H42N2O9/c1-40-21-8-9-22-23-11-12-37-18-20-15-29(46-30(38)10-7-19-13-27(41-2)33(43-4)28(14-19)42-3)34(44-5)31(35(39)45-6)24(20)17-26(37)32(23)36-25(22)16-21/h7-10,13-14,16,20,24,26,29,31,34,36H,11-12,15,17-18H2,1-6H3/b10-7+/t20-,24+,26-,29-,31+,34+/m1/s1	N/A	1	Positive	N/A	Isolated	634.289	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Reserpiline.mgf	*..*	Reserpiline	413.207	qTof	LC-ESI	334	O=C(OC)C1=CO[C@@H](C)[C@@](C2)([H])[C@]1([H])C[C@](N2CC3)([H])C4=C3C5=C(N4)C=C(OC)C(OC)=C5	InChI=1S/C23H28N2O5/c1-12-16-10-25-6-5-13-15-8-20(27-2)21(28-3)9-18(15)24-22(13)19(25)7-14(16)17(11-30-12)23(26)29-4/h8-9,11-12,14,16,19,24H,5-7,10H2,1-4H3/t12-,14-,16-,19+/m0/s1	N/A	1	Positive	N/A	Isolated	412.1998	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Reserpine.mgf	*..*	Reserpine	609.2807	qTof	LC-ESI	335	[H][C@@](N1CC2)(C[C@@]([C@H](C(OC)=O)[C@@H](OC)[C@H](OC(C3=CC(OC)=C(OC)C(OC)=C3)=O)C4)([H])[C@@]4([H])C1)C5=C2C6=C(N5)C=C(OC)C=C6	InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3/t18-,22+,24-,27-,28+,31+/m1/s1	N/A	1	Positive	N/A	Isolated	608.2734	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	50-55-5	Mehdi Beniddir
Retuline.mgf	*..*	Retuline	339.2067	qTof	LC-ESI	336	[H][C@]1([C@@H](CO)[C@H](/C(C2)=C\C)C[C@@H]3N2CC4)[C@]34C5=CC=CC=C5N1C(C)=O	InChI=1S/C21H26N2O2/c1-3-14-11-22-9-8-21-17-6-4-5-7-18(17)23(13(2)25)20(21)16(12-24)15(14)10-19(21)22/h3-7,15-16,19-20,24H,8-12H2,1-2H3/b14-3-/t15-,16-,19-,20-,21+/m0/s1	N/A	1	Positive	N/A	Isolated	338.1994	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	2616-16-2	Mehdi Beniddir
rhazimal.mgf	*..*	Rhazimal	351.1706	qTof	LC-ESI	337	C/C=C/1\CN2CC[C@@]34C5=CC=CC=C5N=C3[C@@H]2C[C@@H]1[C@]4(C=O)C(=O)OC	InChI=1S/C21H22N2O3/c1-3-13-11-23-9-8-20-14-6-4-5-7-16(14)22-18(20)17(23)10-15(13)21(20,12-24)19(25)26-2/h3-7,12,15,17H,8-11H2,1-2H3/b13-3+/t15-,17-,20+,21+/m0/s1	N/A	1	Positive	N/A	Isolated	350.163	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
rhazimol.mgf	*..*	Rhazimol	353.186	qTof	LC-ESI	338	C/C=C1[C@H]2C(C(OC)=O)(CO)[C@@]34C([C@@](C2)([H])N(CC4)C\1)=NC5=CC=CC=C35	InChI=1S/C21H24N2O3/c1-3-13-11-23-9-8-20-14-6-4-5-7-16(14)22-18(20)17(23)10-15(13)21(20,12-24)19(25)26-2/h3-7,15,17,24H,8-12H2,1-2H3/b13-3-/t15-,17-,20+,21?/m0/s1	N/A	1	Positive	N/A	Isolated	352.1787	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
rhazinilam.mgf	*..*	Rhazinilam	295.181	qTof	LC-ESI	339	CC[C@]1(CCC2=O)CCCN3C=CC(C4=CC=CC=C4N2)=C13	InChI=1S/C19H22N2O/c1-2-19-10-5-12-21-13-9-15(18(19)21)14-6-3-4-7-16(14)20-17(22)8-11-19/h3-4,6-7,9,13H,2,5,8,10-12H2,1H3,(H,20,22)/t19-/m1/s1	N/A	1	Positive	N/A	Isolated	294.1732	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
sandwicine.mgf	*..*	Sandwicine	327.2062	qTof	LC-ESI	340	CC[C@@H]1[C@H](N2C3CC1C4C2CC5([C@H]4O)C3N(C6=CC=CC=C56)C)O	InChI=1S/C20H26N2O2/c1-3-10-11-8-14-17-20(12-6-4-5-7-13(12)21(17)2)9-15(16(11)18(20)23)22(14)19(10)24/h4-7,10-11,14-19,23-24H,3,8-9H2,1-2H3/t10-,11?,14?,15?,16?,17?,18-,19+,20?/m0/s1	N/A	1	Positive	N/A	Isolated	326.1994	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
sempervirine-chlorhydrate.mgf	*..*	Sempervirine-chlorhydrate	273.1381	qTof	LC-ESI	341	C1CCC2=CN3C=CC4=C5C=CC=CC5=NC4=C3C=C2C1	InChI=1S/C19H16N2/c1-2-6-14-12-21-10-9-16-15-7-3-4-8-17(15)20-19(16)18(21)11-13(14)5-1/h3-4,7-12H,1-2,5-6H2	N/A	1	Positive	N/A	Isolated	272.1313	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
seredamine.mgf	*..*	Seredamine	339.2059	qTof	LC-ESI	342	O[C@H]1[C@@]23[C@@]([C@@](C[C@H]([C@@H]41)/C(C5)=C/C)([H])N5[C@H]4C3)([H])N(C)C6=C(OC)C=CC=C62	InChI=1S/C21H26N2O2/c1-4-11-10-23-14-8-12(11)17-15(23)9-21(20(17)24)13-6-5-7-16(25-3)18(13)22(2)19(14)21/h4-7,12,14-15,17,19-20,24H,8-10H2,1-3H3/b11-4+/t12-,14-,15-,17-,19-,20+,21+/m0/s1	N/A	1	Positive	N/A	Isolated	338.1994	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
seredine.mgf	*..*	Seredine	415.2254	qTof	LC-ESI	343	COC([C@@H]1[C@H](CC[C@]2([H])CN3CCC4=C([C@]3([H])C[C@]12[H])NC5=CC(OC)=C(C=C45)OC)O)=O	InChI=1S/C23H30N2O5/c1-28-19-9-15-13-6-7-25-11-12-4-5-18(26)21(23(27)30-3)14(12)8-17(25)22(13)24-16(15)10-20(19)29-2/h9-10,12,14,17-18,21,24,26H,4-8,11H2,1-3H3/t12-,14+,17+,18+,21+/m1/s1	N/A	1	Positive	N/A	Isolated	414.2155	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
seredone.mgf	*..*	Seredone	355.2003	qTof	LC-ESI	344	[H]C1C(CC[C@]2([H])CN3CCC4=C([C@]3([H])C[C@]12[H])NC5=CC(OC)=C(C=C45)OC)=O	InChI=1S/C21H26N2O3/c1-25-19-9-16-15-5-6-23-11-12-3-4-14(24)7-13(12)8-18(23)21(15)22-17(16)10-20(19)26-2/h9-10,12-13,18,22H,3-8,11H2,1-2H3/t12-,13+,18+/m1/s1	N/A	1	Positive	N/A	Isolated	354.1943	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Serpentine.mgf	*..*	Serpentine	349.1547	qTof	LC-ESI	345	C[C@@H]1OC=C(C(OC)=O)[C@@]([C@]1([H])C2)([H])CC3=[N+]2C=CC4=C3[N-]C5=C4C=CC=C5	InChI=1S/C21H20N2O3/c1-12-16-10-23-8-7-14-13-5-3-4-6-18(13)22-20(14)19(23)9-15(16)17(11-26-12)21(24)25-2/h3-8,11-12,15-16H,9-10H2,1-2H3/t12-,15-,16+/m0/s1	N/A	1	Positive	N/A	Isolated	348.1474	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	18786-24-8	Mehdi Beniddir
Silicine.mgf	*..*	Silicine	297.1964	qTof	LC-ESI	346	CC[C@H]1CN(C[C@@H]2[C@H]1CC(=O)C3=C(C2)C4=CC=CC=C4N3)C	InChI=1S/C19H24N2O/c1-3-12-10-21(2)11-13-8-16-14-6-4-5-7-17(14)20-19(16)18(22)9-15(12)13/h4-7,12-13,15,20H,3,8-11H2,1-2H3/t12-,13+,15-/m0/s1	N/A	1	Positive	N/A	Isolated	296.1889	Sarah Szwarc	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Splendoline.mgf	*..*	Splendoline	371.1965	qTof	LC-ESI	347	C[C@H]1OC[C@@]2([H])[C@]3([H])N(C(CO)=O)C4=CC=CC=C4[C@]35[C@]6(O)C[C@@]2([H])[C@@]1([H])CN6CC5	InChI=1S/C21H26N2O4/c1-12-14-9-22-7-6-20-16-4-2-3-5-17(16)23(18(25)10-24)19(20)15(11-27-12)13(14)8-21(20,22)26/h2-5,12-15,19,24,26H,6-11H2,1H3/t12-,13+,14+,15-,19+,20+,21-/m1/s1	N/A	1	Positive	N/A	Isolated	370.1893	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	22152-58-5	Mehdi Beniddir
stemmadenine.mgf	*..*	Stemmadenine	355.2016	qTof	LC-ESI	348	COC([C@]1([C@@]2([H])CC[N@](CCc(c1[nH]3)c4c3cccc4)C/C2=C\C)CO)=O	InChI=1S/C21H26N2O3/c1-3-14-12-23-10-8-16-15-6-4-5-7-18(15)22-19(16)21(13-24,20(25)26-2)17(14)9-11-23/h3-7,17,22,24H,8-13H2,1-2H3/b14-3+	N/A	1	Positive	N/A	Isolated	354.1943	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
strictamine.mgf	*..*	Strictamine	323.1761	qTof	LC-ESI	349	COC([C@H]1[C@H]2C[C@]3([H])N(C/C2=C\C)CC[C@@]14C3=Nc5c4cccc5)=O	InChI=1S/C20H22N2O2/c1-3-12-11-22-9-8-20-14-6-4-5-7-15(14)21-18(20)16(22)10-13(12)17(20)19(23)24-2/h3-7,13,16-17H,8-11H2,1-2H3/b12-3+/t13-,16-,17+,20-/m0/s1	N/A	1	Positive	N/A	Isolated	322.1681	Le Pogam	M+H	N/A	3	N/A	N/A	N/A	N/A	Beniddir/Le Pogam
Strictosamide.mgf	*..*	Strictosamide	499.2075	qTof	LC-ESI	350	O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]([C@@H]([C@@]2(C[C@]34[H])[H])C=C)OC=C2C(N3CCC5=C4NC6=CC=CC=C65)=O)CO)O)O	InChI=1S/C26H30N2O8/c1-2-12-15-9-18-20-14(13-5-3-4-6-17(13)27-20)7-8-28(18)24(33)16(15)11-34-25(12)36-26-23(32)22(31)21(30)19(10-29)35-26/h2-6,11-12,15,18-19,21-23,25-27,29-32H,1,7-10H2/t12-,15+,18+,19-,21-,22+,23-,25+,26+/m1/s1	N/A	1	Positive	N/A	Isolated	498.2002	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	23141-25-5	Mehdi Beniddir
Strictosidine.mgf	*..*	Strictosidine	531.2337	qTof	LC-ESI	351	[H][C@]1(NCCC2=C1NC3=CC=CC=C23)C[C@]4([C@H]([C@@H](OC=C4C(OC)=O)O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)CO)C=C)[H]	InChI=1S/C27H34N2O9/c1-3-13-16(10-19-21-15(8-9-28-19)14-6-4-5-7-18(14)29-21)17(25(34)35-2)12-36-26(13)38-27-24(33)23(32)22(31)20(11-30)37-27/h3-7,12-13,16,19-20,22-24,26-33H,1,8-11H2,2H3/t13-,16+,19+,20-,22-,23+,24-,26+,27+/m1/s1	N/A	1	Positive	N/A	Isolated	530.2264	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	20824-29-7	Mehdi Beniddir
strychnine.mgf	*..*	Strychnine	335.1754	qTof	LC-ESI	352	[H][C@]1([C@@]23[C@@H](N4CC3)C[C@](C(C4)=CCO5)([H])[C@@]1([H])[C@]5([H])CC6=O)N6C7=C2C=CC=C7	InChI=1S/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2/t13-,16-,17-,19-,20-,21+/m0/s1	N/A	1	Positive	N/A	Isolated	334.1681	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	57-24-9	Mehdi Beniddir
Strychnofoline.mgf	*..*	Strychnofoline	483.2755	qTof	LC-ESI	353	O=C([C@]12[C@@](C[C@H](C[C@]3([H])N(C)CCC4=C3NC5=C4C=CC=C5)[C@@H](C=C)C6)([H])N6CC2)NC7=C1C=CC(O)=C7	InChI=1S/C30H34N4O2/c1-3-18-17-34-13-11-30(23-9-8-20(35)16-25(23)32-29(30)36)27(34)15-19(18)14-26-28-22(10-12-33(26)2)21-6-4-5-7-24(21)31-28/h3-9,16,18-19,26-27,31,35H,1,10-15,17H2,2H3,(H,32,36)/t18-,19-,26-,27-,30-/m0/s1	N/A	1	Positive	N/A	Isolated	482.2682	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	63408-17-3	Mehdi Beniddir
Strychnogucine_A.mgf	*..*	Strychnogucine A	651.333	qTof	LC-ESI	354	O=C1[C@]([C@@]2([H])C[C@]34C5=CC=CC=C5N6[C@@]3([H])C([C@H]7C[C@@H]4N2C/C7=C/C)=CCC6=O)([H])[C@@]8([H])[C@@]([C@H](C(C9)=CCO8)C[C@@H]%10N9CC%11)([H])[C@@]%12([H])[C@]%10%11C%13=CC=CC=C%13N%121	InChI=1S/C42H42N4O3/c1-2-22-21-44-31(19-42-28-8-4-5-9-29(28)45-34(47)12-11-24(38(42)45)25(22)17-33(42)44)36-37-35-26-18-32-41(14-15-43(32)20-23(26)13-16-49-37)27-7-3-6-10-30(27)46(39(35)41)40(36)48/h2-11,13,25-26,31-33,35-39H,12,14-21H2,1H3/b22-2-/t25-,26-,31+,32-,33-,35-,36-,37+,38-,39-,41+,42+/m0/s1	N/A	1	Positive	N/A	Isolated	650.3257	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	324519-12-2	Mehdi Beniddir
Strychnogucine_C.mgf	*..*	Strychnogucine C	651.333	qTof	LC-ESI	355	O=C1[C@]([C@@]2([H])C[C@]34C5=CC=CC=C5N(C(C=C6)=O)[C@@]3([H])C6[C@H]7C[C@@H]4N2C/C7=C/C)([H])[C@@]8([H])[C@@]([C@H](C(C9)=CCO8)C[C@@H]%10N9CC%11)([H])[C@@]%12([H])[C@]%10%11C%13=CC=CC=C%13N%121	InChI=1S/C42H42N4O3/c1-2-22-21-44-31(19-42-28-8-4-5-9-29(28)45-34(47)12-11-24(38(42)45)25(22)17-33(42)44)36-37-35-26-18-32-41(14-15-43(32)20-23(26)13-16-49-37)27-7-3-6-10-30(27)46(39(35)41)40(36)48/h2-13,24-26,31-33,35-39H,14-21H2,1H3/b22-2-/t24?,25-,26-,31+,32-,33-,35-,36-,37+,38-,39-,41+,42+/m0/s1	N/A	1	Positive	N/A	Isolated	650.3257	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	532971-12-3	Mehdi Beniddir
Strychnohexamine.mgf	*..*	Strychnohexamine	869.4901	qTof	LC-ESI	356	O=C1C([C@@]2([H])C[C@]34C5=CC=CC=C5N6[C@@]3([H])/C([C@H]7C[C@@H]4N2C/C7=C/C)=C\N8[C@]([H])([C@]9%10C%11=C8C=CC=C%11)/C([C@H](/C(C%12)=C\C)C[C@@H]9N%12CC%10)=C\6)=C[C@]([C@H](/C(C%13)=C\C)C[C@@H]%14N%13CC%15)([H])[C@@]%16([H])[C@]%14%15C%17=CC=CC=C%17N%161	InChI=1S/C59H60N6O/c1-4-33-28-61-22-20-58-45-15-9-12-18-48(45)65-55(58)39(36(33)24-51(58)61)23-40(56(65)66)49-27-59-44-14-8-11-17-47(44)64-31-41-37-25-50-57(19-21-60(50)29-34(37)5-2)43-13-7-10-16-46(43)63(53(41)57)32-42(54(59)64)38-26-52(59)62(49)30-35(38)6-3/h4-18,23,31-32,36-39,49-55H,19-22,24-30H2,1-3H3/b33-4-,34-5-,35-6-,41-31-,42-32-/t36-,37-,38-,39-,49+,50-,51-,52-,53-,54-,55-,57+,58+,59+/m0/s1	N/A	1	Positive	N/A	Isolated	868.4829	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	442123-70-8	Mehdi Beniddir
Strychnopentamine.mgf	*..*	Strychnopentamine	550.354	qTof	LC-ESI	357	[H][C@](N1CC2)(C[C@@](C[C@@]3([H])C4=C(C(C=CC=C5)=C5N4)CCN3C)([H])[C@](C=C)([H])C1)C6=C2C7=CC=C(O)C([C@]8([H])N(C)CCC8)=C7N6	InChI=1S/C35H43N5O/c1-4-21-20-40-17-14-26-24-11-12-31(41)32(28-10-7-15-38(28)2)35(24)37-34(26)30(40)19-22(21)18-29-33-25(13-16-39(29)3)23-8-5-6-9-27(23)36-33/h4-6,8-9,11-12,21-22,28-30,36-37,41H,1,7,10,13-20H2,2-3H3/t21-,22-,28+,29-,30-/m0/s1	N/A	1	Positive	N/A	Isolated	549.3468	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	63209-34-7	Mehdi Beniddir
Strychnophylline.mgf	*..*	Strychnophylline	566.349	qTof	LC-ESI	358	OC1=CC=C2C3([C@]4([H])C[C@@](C[C@@]5([H])C6=C(C(C=CC=C7)=C7N6)CCN5C)([H])[C@@H](C=C)CN4CC3)C(NC2=C1[C@]8([H])N(C)CCC8)=O	InChI=1S/C35H43N5O2/c1-4-21-20-40-17-14-35(25-11-12-29(41)31(33(25)37-34(35)42)27-10-7-15-38(27)2)30(40)19-22(21)18-28-32-24(13-16-39(28)3)23-8-5-6-9-26(23)36-32/h4-6,8-9,11-12,21-22,27-28,30,36,41H,1,7,10,13-20H2,2-3H3,(H,37,42)/t21-,22-,27+,28-,30-,35?/m0/s1	N/A	1	Positive	N/A	Isolated	565.3417	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	69306-88-3	Mehdi Beniddir
Sungucine.mgf	*..*	Sungucine	635.3381	qTof	LC-ESI	359	C/C=C(C1)\[C@H](C[C@@H]2N1CC3)C4[C@@]5([H])[C@]23C6=CC=CC=C6N5C(C([C@@]7([H])C[C@]89C%10=CC=CC=C%10N(C(C=C%11)=O)[C@@]8([H])[C@]%11([H])[C@H]%12C[C@@H]9N7C/C%12=C/C)=C4)=O	InChI=1S/C42H42N4O2/c1-3-23-21-43-16-15-41-30-9-5-8-12-33(30)46-39(41)28(27(23)18-35(41)43)17-29(40(46)48)34-20-42-31-10-6-7-11-32(31)45-37(47)14-13-25(38(42)45)26-19-36(42)44(34)22-24(26)4-2/h3-14,17,25-28,34-36,38-39H,15-16,18-22H2,1-2H3/b23-3-,24-4-/t25-,26-,27-,28?,34+,35-,36-,38-,39-,41+,42+/m0/s1	N/A	1	Positive	N/A	Isolated	634.3308	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	73020-53-8	Mehdi Beniddir
Tabernaemontanine.mgf	*..*	Tabernaemontanine	355.2016	qTof	LC-ESI	360	CN1C(C2([H])C(OC)=O)CC3=C(C(CC2[C@H](CC)C1)=O)NC4=C3C=CC=C4	InChI=1S/C21H26N2O3/c1-4-12-11-23(2)17-9-15-13-7-5-6-8-16(13)22-20(15)18(24)10-14(12)19(17)21(25)26-3/h5-8,12,14,17,19,22H,4,9-11H2,1-3H3/t12-,14+,17+,19+/m1/s1	N/A	1	Positive	N/A	Isolated	354.1943	Alexander Fox Ramos	M+H	N/A	3	N/A	N/A	N/A	2134-98-7	Mehdi Beniddir
